"dependent.var","numbers","repeat.var","repeat.var.value","Sector","Indicator","Sub-Indicator","Percent","Percent_groups","Population Reference"
"sp1_iv",0.036649215,"strata","tubas_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",3.66,"0% - 9%","Total Population"
"sp1_iv",0.036649215,"strata","tubas_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",3.66,"0% - 9%","Total Population"
"sp1_iv",0.004672897,"strata","tulkarm_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0.47,"0% - 9%","Total Population"
"sp1_iv",0.004672897,"strata","tulkarm_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0.47,"0% - 9%","Total Population"
"sp1_iv",0,"strata","H2","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","H2","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0.047413793,"strata","jericho_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",4.74,"0% - 9%","Total Population"
"sp1_iv",0.047413793,"strata","jericho_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",4.74,"0% - 9%","Total Population"
"sp1_iv",0.009661836,"strata","nablus_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0.97,"0% - 9%","Total Population"
"sp1_iv",0.009661836,"strata","nablus_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0.97,"0% - 9%","Total Population"
"sp1_iv",0,"strata","qalqiliya_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","qalqiliya_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","ramallah_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","ramallah_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","salfit_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","salfit_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0.036649215,"strata","tubas_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",3.66,"0% - 9%","Total Population"
"sp1_iv",0.036649215,"strata","tubas_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",3.66,"0% - 9%","Total Population"
"sp1_iv",0.004672897,"strata","tulkarm_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0.47,"0% - 9%","Total Population"
"sp1_iv",0.004672897,"strata","tulkarm_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0.47,"0% - 9%","Total Population"
"sp1_iv",0,"strata","H2","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","H2","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","ramallah_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","ramallah_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0.009615385,"strata","Area_AB","Protection","% of households by occupancy status","No occupancy agreement / squatting",0.96,"0% - 9%","Total Population"
"sp1_iv",0.009615385,"strata","Area_AB","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0.96,"0% - 9%","Total Population"
"sp1_iv",0,"strata","bethlehem_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","bethlehem_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","hebron_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","hebron_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","jenin_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","jenin_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","jenin_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","jenin_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0.009615385,"strata","Area_AB","Protection","% of households by occupancy status","No occupancy agreement / squatting",0.96,"0% - 9%","Total Population"
"sp1_iv",0.009615385,"strata","Area_AB","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0.96,"0% - 9%","Total Population"
"sp1_iv",0,"strata","bethlehem_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","bethlehem_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","hebron_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","hebron_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","qalqiliya_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0,"strata","qalqiliya_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0,"0% - 9%","Total Population"
"sp1_iv",0.047413793,"strata","jericho_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",4.74,"0% - 9%","Total Population"
"sp1_iv",0.047413793,"strata","jericho_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",4.74,"0% - 9%","Total Population"
"sp1_iv",0.026737968,"strata","jerusalem_2_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",2.67,"0% - 9%","Total Population"
"sp1_iv",0.026737968,"strata","jerusalem_2_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",2.67,"0% - 9%","Total Population"
"sp1_iv",0.009661836,"strata","nablus_c","Protection","% of households by occupancy status","No occupancy agreement / squatting",0.97,"0% - 9%","Total Population"
"sp1_iv",0.009661836,"strata","nablus_c","Shelter","% of households by occupancy status","No occupancy agreement / squatting",0.97,"0% - 9%","Total Population"
"sp2",0.139037433,"strata","jerusalem_2_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",13.9,"10% - 19%","Total Population"
"sp2",0.139037433,"strata","jerusalem_2_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",13.9,"10% - 19%","Total Population"
"sp2",0.046948357,"strata","salfit_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",4.69,"0% - 9%","Total Population"
"sp2",0.046948357,"strata","salfit_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",4.69,"0% - 9%","Total Population"
"sp2",0.371727749,"strata","tubas_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",37.17,"30% - 39%","Total Population"
"sp2",0.371727749,"strata","tubas_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",37.17,"30% - 39%","Total Population"
"sp2",0,"strata","tulkarm_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",0,"0% - 9%","Total Population"
"sp2",0,"strata","tulkarm_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",0,"0% - 9%","Total Population"
"sp2",0.052380952,"strata","H2","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",5.24,"0% - 9%","Total Population"
"sp2",0.052380952,"strata","H2","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",5.24,"0% - 9%","Total Population"
"sp2",0.478448276,"strata","jericho_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",47.84,"40% - 49%","Total Population"
"sp2",0.478448276,"strata","jericho_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",47.84,"40% - 49%","Total Population"
"sp2",0.077294686,"strata","nablus_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",7.73,"0% - 9%","Total Population"
"sp2",0.077294686,"strata","nablus_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",7.73,"0% - 9%","Total Population"
"sp2",0.061611374,"strata","qalqiliya_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",6.16,"0% - 9%","Total Population"
"sp2",0.061611374,"strata","qalqiliya_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",6.16,"0% - 9%","Total Population"
"sp2",0.037037037,"strata","ramallah_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",3.7,"0% - 9%","Total Population"
"sp2",0.037037037,"strata","ramallah_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",3.7,"0% - 9%","Total Population"
"sp2",0.046948357,"strata","salfit_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",4.69,"0% - 9%","Total Population"
"sp2",0.046948357,"strata","salfit_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",4.69,"0% - 9%","Total Population"
"sp2",0.371727749,"strata","tubas_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",37.17,"30% - 39%","Total Population"
"sp2",0.371727749,"strata","tubas_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",37.17,"30% - 39%","Total Population"
"sp2",0,"strata","tulkarm_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",0,"0% - 9%","Total Population"
"sp2",0,"strata","tulkarm_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",0,"0% - 9%","Total Population"
"sp2",0.052380952,"strata","H2","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",5.24,"0% - 9%","Total Population"
"sp2",0.052380952,"strata","H2","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",5.24,"0% - 9%","Total Population"
"sp2",0.037037037,"strata","ramallah_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",3.7,"0% - 9%","Total Population"
"sp2",0.037037037,"strata","ramallah_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",3.7,"0% - 9%","Total Population"
"sp2",0.033653846,"strata","Area_AB","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",3.37,"0% - 9%","Total Population"
"sp2",0.033653846,"strata","Area_AB","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",3.37,"0% - 9%","Total Population"
"sp2",0.071428571,"strata","bethlehem_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",7.14,"0% - 9%","Total Population"
"sp2",0.071428571,"strata","bethlehem_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",7.14,"0% - 9%","Total Population"
"sp2",0.0591133,"strata","hebron_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",5.91,"0% - 9%","Total Population"
"sp2",0.0591133,"strata","hebron_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",5.91,"0% - 9%","Total Population"
"sp2",0.023364486,"strata","jenin_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",2.34,"0% - 9%","Total Population"
"sp2",0.023364486,"strata","jenin_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",2.34,"0% - 9%","Total Population"
"sp2",0.023364486,"strata","jenin_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",2.34,"0% - 9%","Total Population"
"sp2",0.023364486,"strata","jenin_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",2.34,"0% - 9%","Total Population"
"sp2",0.033653846,"strata","Area_AB","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",3.37,"0% - 9%","Total Population"
"sp2",0.033653846,"strata","Area_AB","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",3.37,"0% - 9%","Total Population"
"sp2",0.071428571,"strata","bethlehem_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",7.14,"0% - 9%","Total Population"
"sp2",0.071428571,"strata","bethlehem_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",7.14,"0% - 9%","Total Population"
"sp2",0.0591133,"strata","hebron_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",5.91,"0% - 9%","Total Population"
"sp2",0.0591133,"strata","hebron_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",5.91,"0% - 9%","Total Population"
"sp2",0.061611374,"strata","qalqiliya_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",6.16,"0% - 9%","Total Population"
"sp2",0.061611374,"strata","qalqiliya_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",6.16,"0% - 9%","Total Population"
"sp2",0.478448276,"strata","jericho_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",47.84,"40% - 49%","Total Population"
"sp2",0.478448276,"strata","jericho_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",47.84,"40% - 49%","Total Population"
"sp2",0.139037433,"strata","jerusalem_2_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",13.9,"10% - 19%","Total Population"
"sp2",0.139037433,"strata","jerusalem_2_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",13.9,"10% - 19%","Total Population"
"sp2",0.077294686,"strata","nablus_c","Shelter","% of households reporting risk of eviction","% of households reporting risk of eviction",7.73,"0% - 9%","Total Population"
"sp2",0.077294686,"strata","nablus_c","Protection","% of households reporting risk of eviction","% of households reporting risk of eviction",7.73,"0% - 9%","Total Population"
"sp3_i",0.5,"strata","jerusalem_2_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",50,"50% - 59%","HHs reporting risk of eviction"
"sp3_i",0.5,"strata","jerusalem_2_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",50,"50% - 59%","HHs reporting risk of eviction"
"sp3_i",0.285714286,"strata","Area_AB","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",28.57,"20% - 29%","HHs reporting risk of eviction"
"sp3_i",0.285714286,"strata","Area_AB","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",28.57,"20% - 29%","HHs reporting risk of eviction"
"sp3_i",0.384615385,"strata","bethlehem_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",38.46,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.384615385,"strata","bethlehem_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",38.46,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.75,"strata","hebron_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",75,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.75,"strata","hebron_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",75,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.2,"strata","jenin_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",20,"20% - 29%","HHs reporting risk of eviction"
"sp3_i",0.2,"strata","jenin_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",20,"20% - 29%","HHs reporting risk of eviction"
"sp3_i",0.765765766,"strata","jericho_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",76.58,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.765765766,"strata","jericho_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",76.58,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.285714286,"strata","Area_AB","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",28.57,"20% - 29%","HHs reporting risk of eviction"
"sp3_i",0.285714286,"strata","Area_AB","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",28.57,"20% - 29%","HHs reporting risk of eviction"
"sp3_i",0.3125,"strata","nablus_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",31.25,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.3125,"strata","nablus_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",31.25,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.769230769,"strata","qalqiliya_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",76.92,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.769230769,"strata","qalqiliya_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",76.92,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.571428571,"strata","ramallah_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",57.14,"50% - 59%","HHs reporting risk of eviction"
"sp3_i",0.571428571,"strata","ramallah_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",57.14,"50% - 59%","HHs reporting risk of eviction"
"sp3_i",0.8,"strata","salfit_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",80,"80% - 89%","HHs reporting risk of eviction"
"sp3_i",0.8,"strata","salfit_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",80,"80% - 89%","HHs reporting risk of eviction"
"sp3_i",0.492957746,"strata","tubas_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",49.3,"40% - 49%","HHs reporting risk of eviction"
"sp3_i",0.492957746,"strata","tubas_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",49.3,"40% - 49%","HHs reporting risk of eviction"
"sp3_i",NA,"strata","tulkarm_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",NA,NA,"HHs reporting risk of eviction"
"sp3_i",NA,"strata","tulkarm_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",NA,NA,"HHs reporting risk of eviction"
"sp3_i",0.363636364,"strata","H2","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",36.36,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.363636364,"strata","H2","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",36.36,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.571428571,"strata","ramallah_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",57.14,"50% - 59%","HHs reporting risk of eviction"
"sp3_i",0.571428571,"strata","ramallah_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",57.14,"50% - 59%","HHs reporting risk of eviction"
"sp3_i",0.8,"strata","salfit_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",80,"80% - 89%","HHs reporting risk of eviction"
"sp3_i",0.8,"strata","salfit_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",80,"80% - 89%","HHs reporting risk of eviction"
"sp3_i",0.492957746,"strata","tubas_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",49.3,"40% - 49%","HHs reporting risk of eviction"
"sp3_i",0.492957746,"strata","tubas_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",49.3,"40% - 49%","HHs reporting risk of eviction"
"sp3_i",NA,"strata","tulkarm_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",NA,NA,"HHs reporting risk of eviction"
"sp3_i",NA,"strata","tulkarm_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",NA,NA,"HHs reporting risk of eviction"
"sp3_i",0.363636364,"strata","H2","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",36.36,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.363636364,"strata","H2","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",36.36,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.2,"strata","jenin_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",20,"20% - 29%","HHs reporting risk of eviction"
"sp3_i",0.2,"strata","jenin_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",20,"20% - 29%","HHs reporting risk of eviction"
"sp3_i",0.765765766,"strata","jericho_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",76.58,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.765765766,"strata","jericho_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",76.58,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.384615385,"strata","bethlehem_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",38.46,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.384615385,"strata","bethlehem_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",38.46,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.75,"strata","hebron_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",75,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.75,"strata","hebron_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",75,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.769230769,"strata","qalqiliya_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",76.92,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.769230769,"strata","qalqiliya_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",76.92,"70% - 79%","HHs reporting risk of eviction"
"sp3_i",0.5,"strata","jerusalem_2_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",50,"50% - 59%","HHs reporting risk of eviction"
"sp3_i",0.5,"strata","jerusalem_2_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",50,"50% - 59%","HHs reporting risk of eviction"
"sp3_i",0.3125,"strata","nablus_c","Protection","% of households reporting risk of eviction by reason","Authorities requested our household to leave",31.25,"30% - 39%","HHs reporting risk of eviction"
"sp3_i",0.3125,"strata","nablus_c","Shelter","% of households reporting risk of eviction by reason","Authorities requested our household to leave",31.25,"30% - 39%","HHs reporting risk of eviction"
"sp3_ii",0.125,"strata","nablus_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",12.5,"10% - 19%","HHs reporting risk of eviction"
"sp3_ii",0.125,"strata","nablus_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",12.5,"10% - 19%","HHs reporting risk of eviction"
"sp3_ii",0.038461538,"strata","jerusalem_2_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",3.85,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0.038461538,"strata","jerusalem_2_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",3.85,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0,"strata","salfit_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",0,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0,"strata","salfit_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",0,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0,"strata","tubas_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",0,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0,"strata","tubas_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",0,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",NA,"strata","tulkarm_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",NA,NA,"HHs reporting risk of eviction"
"sp3_ii",NA,"strata","tulkarm_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",NA,NA,"HHs reporting risk of eviction"
"sp3_ii",0.272727273,"strata","H2","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",27.27,"20% - 29%","HHs reporting risk of eviction"
"sp3_ii",0.272727273,"strata","H2","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",27.27,"20% - 29%","HHs reporting risk of eviction"
"sp3_ii",0,"strata","jericho_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",0,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0,"strata","jericho_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",0,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0.142857143,"strata","Area_AB","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",14.29,"10% - 19%","HHs reporting risk of eviction"
"sp3_ii",0.142857143,"strata","Area_AB","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",14.29,"10% - 19%","HHs reporting risk of eviction"
"sp3_ii",0.076923077,"strata","qalqiliya_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",7.69,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0.076923077,"strata","qalqiliya_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",7.69,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0.285714286,"strata","ramallah_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",28.57,"20% - 29%","HHs reporting risk of eviction"
"sp3_ii",0.285714286,"strata","ramallah_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",28.57,"20% - 29%","HHs reporting risk of eviction"
"sp3_ii",0,"strata","salfit_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",0,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0,"strata","salfit_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",0,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0,"strata","tubas_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",0,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0,"strata","tubas_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",0,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",NA,"strata","tulkarm_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",NA,NA,"HHs reporting risk of eviction"
"sp3_ii",NA,"strata","tulkarm_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",NA,NA,"HHs reporting risk of eviction"
"sp3_ii",0.272727273,"strata","H2","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",27.27,"20% - 29%","HHs reporting risk of eviction"
"sp3_ii",0.272727273,"strata","H2","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",27.27,"20% - 29%","HHs reporting risk of eviction"
"sp3_ii",0.285714286,"strata","ramallah_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",28.57,"20% - 29%","HHs reporting risk of eviction"
"sp3_ii",0.285714286,"strata","ramallah_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",28.57,"20% - 29%","HHs reporting risk of eviction"
"sp3_ii",0.142857143,"strata","Area_AB","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",14.29,"10% - 19%","HHs reporting risk of eviction"
"sp3_ii",0.142857143,"strata","Area_AB","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",14.29,"10% - 19%","HHs reporting risk of eviction"
"sp3_ii",0.076923077,"strata","bethlehem_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",7.69,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0.076923077,"strata","bethlehem_c","Shelter","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",7.69,"0% - 9%","HHs reporting risk of eviction"
"sp3_ii",0.083333333,"strata","hebron_c","Protection","% of households reporting risk of eviction by reason","Lack of funds to pay rental costs",8.33,"0% - 9%","HHs reporting risk of eviction"
