"dependent.var","numbers","repeat.var","repeat.var.value","Indicator Group / Sector","research.question","sub.research.question"
"sp3_vi",0,"governorate_wb","tubas","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","No valid tenancy agreement"
"sp3_vi",0,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","No valid tenancy agreement"
"sp3_vi",0,"governorate_wb","tubas","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","No valid tenancy agreement"
"sp3_vi",NA,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","No valid tenancy agreement"
"sp3_vi",0,"governorate_wb","salfit","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","No valid tenancy agreement"
"sp3_vii",0,"governorate_wb","jenin","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","hebron","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0.0769230769230769,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","jericho","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","nablus","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",NA,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","hebron","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","jenin","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","jericho","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","nablus","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0.0769230769230769,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","salfit","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","tubas","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",NA,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","salfit","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","tubas","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_vii",0,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Inadequate housing / shelter condition"
"sp3_viii",0,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","nablus","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","salfit","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","tubas","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",NA,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","salfit","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",NA,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","hebron","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","jenin","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","jericho","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","hebron","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","jenin","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","jericho","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","nablus","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","tubas","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_viii",0,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Housing occupied by other groups"
"sp3_x",NA,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","hebron","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0.00825880163942536,"governorate_wb","jenin","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0.00900900900900901,"governorate_wb","jericho","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","hebron","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0.00825880163942536,"governorate_wb","jenin","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0.00900900900900901,"governorate_wb","jericho","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0.00336853310455912,"governorate_wb","nablus","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","salfit","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","tubas","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0.00336853310455912,"governorate_wb","nablus","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","tubas","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",NA,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp3_x",0,"governorate_wb","salfit","Shelter, Protection - HLP","% of households reporting risk of eviction by reason","Ownership of property is disputed"
"sp4",0.00298341367401766,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0164981942612327,"governorate_wb","nablus","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0366827775260144,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.137566137566138,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0283018867924528,"governorate_wb","salfit","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0131690515061816,"governorate_wb","tubas","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0598451950538082,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.00748568322879086,"governorate_wb","hebron","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.00779286112173807,"governorate_wb","jenin","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.176724137931034,"governorate_wb","jericho","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0781019836859663,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.00748568322879086,"governorate_wb","hebron","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.00779286112173807,"governorate_wb","jenin","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.176724137931034,"governorate_wb","jericho","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.00298341367401766,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0598451950538082,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.137566137566138,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0283018867924528,"governorate_wb","salfit","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0131690515061816,"governorate_wb","tubas","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0781019836859663,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0164981942612327,"governorate_wb","nablus","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4",0.0366827775260144,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days"
"sp4_i",0,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0.423076923076923,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","nablus","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0.0208758610203409,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0.423076923076923,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","salfit","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0.0277777777777778,"governorate_wb","tubas","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0.0208758610203409,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","hebron","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","jenin","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","jericho","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0.0139665335258134,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","hebron","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","jenin","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","jericho","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","nablus","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0,"governorate_wb","salfit","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0.0277777777777778,"governorate_wb","tubas","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_i",0.0139665335258134,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Disrupting sleep or daily life/activities"
"sp4_ii",0.8,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.0392972184149526,"governorate_wb","nablus","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.0212856532165266,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.576923076923077,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.666666666666667,"governorate_wb","salfit","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.694444444444444,"governorate_wb","tubas","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.0208758610203409,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.576923076923077,"governorate_wb","ramallah","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.666666666666667,"governorate_wb","salfit","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.694444444444444,"governorate_wb","tubas","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.97905019971128,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.461538461538462,"governorate_wb","hebron","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.375,"governorate_wb","jenin","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.707317073170732,"governorate_wb","jericho","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.97905019971128,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.461538461538462,"governorate_wb","hebron","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.375,"governorate_wb","jenin","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.707317073170732,"governorate_wb","jericho","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.8,"governorate_wb","jerusalem_2","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.0392972184149526,"governorate_wb","nablus","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.0212856532165266,"governorate_wb","qalqiliya","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_ii",0.0208758610203409,"governorate_wb","tulkarm","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Menacing behavior (e.g. threats, pointing of weaponry, firing weaponry)"
"sp4_iii",0.97905019971128,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Verbal abuse or harm"
"sp4_iii",0.384615384615385,"governorate_wb","hebron","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Verbal abuse or harm"
"sp4_iii",0.5,"governorate_wb","jenin","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Verbal abuse or harm"
"sp4_iii",0.97905019971128,"governorate_wb","bethlehem","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Verbal abuse or harm"
"sp4_iii",0.384615384615385,"governorate_wb","hebron","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Verbal abuse or harm"
"sp4_iii",0.5,"governorate_wb","jenin","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Verbal abuse or harm"
"sp4_iii",0.439024390243902,"governorate_wb","jericho","Shelter, Protection - HLP","% of households that report having experienced threats or violent/destructive acts by non-Palestinian communities in their area in the past 30 days by type of threat (as a percentage of those households who have experienced threats/violence)","Verbal abuse or harm"
